coord,prob,n,zones,zone_mode,sort_method,zonal_sort,exp_density,var_density,min_density,median_density,max_density,exp_IB,var_IB,min_IB,median_IB,max_IB,exp_LB,var_LB,min_LB,median_LB,max_LB
grid_uneq,default,4,"(4, 4)",sweep,center,shell,-0.14,0.08,-0.78,-0.14,0.47,-0.17,0.03,-0.49,-0.11,0.13,0.76,18.67,0.23,0.47,633.38
random_eq,default,4,"(4, 4)",sweep,center,shell,0.03,0.12,-0.88,0.10,0.63,-0.27,0.03,-0.55,-0.30,0.05,0.35,0.02,0.11,0.32,0.72
random_uneq,default,4,"(4, 4)",sweep,center,shell,-0.07,0.06,-0.62,-0.06,0.48,-0.23,0.02,-0.46,-0.25,0.04,0.69,3.33,0.17,0.45,98.56
clust_eq,default,4,"(4, 4)",sweep,center,shell,-0.09,0.09,-0.70,0.07,0.38,-0.29,0.04,-0.81,-0.25,0.10,0.35,0.01,0.14,0.31,0.56
clust_uneq,default,4,"(4, 4)",sweep,center,shell,-0.25,0.13,-0.90,-0.21,0.31,-0.18,0.03,-0.48,-0.21,0.23,0.65,0.93,0.19,0.54,20.16
swiss_eq,default,4,"(4, 4)",sweep,center,shell,0.11,0.15,-0.61,0.14,0.87,-0.23,0.02,-0.54,-0.24,0.05,0.39,0.02,0.12,0.38,0.65
swiss_uneq,default,4,"(4, 4)",sweep,center,shell,0.19,0.08,-0.40,0.22,0.87,-0.16,0.01,-0.31,-0.15,0.07,1.18,2.34,0.26,1.23,11.73
grid_eq,default,4,"(4, 4)",sweep,spiral,lexico-xy,0.00,0.00,0.00,0.00,0.00,-0.45,0.02,-0.77,-0.46,-0.11,0.41,0.02,0.00,0.44,0.62
grid_uneq,default,4,"(4, 4)",sweep,spiral,lexico-xy,-0.14,0.04,-0.46,-0.11,0.46,-0.16,0.02,-0.44,-0.17,0.18,0.79,18.67,0.23,0.50,633.59
random_eq,default,4,"(4, 4)",sweep,spiral,lexico-xy,-0.00,0.08,-0.57,0.07,0.46,-0.32,0.02,-0.62,-0.35,-0.05,0.40,0.01,0.17,0.34,0.62
random_uneq,default,4,"(4, 4)",sweep,spiral,lexico-xy,-0.13,0.05,-0.60,-0.08,0.55,-0.21,0.01,-0.46,-0.22,0.08,0.72,3.31,0.19,0.49,98.51
clust_eq,default,4,"(4, 4)",sweep,spiral,lexico-xy,-0.07,0.08,-0.57,0.03,0.38,-0.26,0.01,-0.51,-0.29,0.04,0.38,0.01,0.14,0.38,0.61
clust_uneq,default,4,"(4, 4)",sweep,spiral,lexico-xy,-0.29,0.08,-0.63,-0.30,0.33,-0.19,0.01,-0.47,-0.18,0.00,0.66,0.93,0.22,0.53,20.12
swiss_eq,default,4,"(4, 4)",sweep,spiral,lexico-xy,0.07,0.09,-0.47,0.05,0.65,-0.27,0.02,-0.54,-0.29,-0.00,0.44,0.02,0.12,0.39,0.73
swiss_uneq,default,4,"(4, 4)",sweep,spiral,lexico-xy,0.16,0.07,-0.31,0.15,0.74,-0.19,0.00,-0.34,-0.17,0.06,1.14,2.40,0.21,1.28,12.66
grid_eq,default,4,"(4, 4)",sweep,spiral,lexico-yx,0.00,0.00,0.00,0.00,0.00,-0.45,0.02,-0.77,-0.46,-0.11,0.41,0.02,0.00,0.44,0.62
grid_uneq,default,4,"(4, 4)",sweep,spiral,lexico-yx,-0.17,0.05,-0.52,-0.16,0.59,-0.24,0.02,-0.49,-0.24,0.18,0.81,18.70,0.22,0.55,633.50
random_eq,default,4,"(4, 4)",sweep,spiral,lexico-yx,0.00,0.06,-0.47,-0.08,0.54,-0.29,0.01,-0.50,-0.28,-0.03,0.39,0.01,0.10,0.39,0.64
random_uneq,default,4,"(4, 4)",sweep,spiral,lexico-yx,-0.16,0.09,-0.78,-0.13,0.51,-0.21,0.01,-0.45,-0.22,0.08,0.72,3.34,0.22,0.50,98.52
clust_eq,default,4,"(4, 4)",sweep,spiral,lexico-yx,-0.09,0.09,-0.60,0.08,0.23,-0.36,0.02,-0.75,-0.35,-0.13,0.39,0.01,0.20,0.38,0.56
clust_uneq,default,4,"(4, 4)",sweep,spiral,lexico-yx,-0.23,0.19,-0.89,0.04,0.31,-0.25,0.01,-0.48,-0.26,0.00,0.67,0.94,0.22,0.62,20.16
swiss_eq,default,4,"(4, 4)",sweep,spiral,lexico-yx,0.06,0.07,-0.47,0.07,0.60,-0.27,0.01,-0.47,-0.29,-0.05,0.44,0.01,0.19,0.44,0.70
swiss_uneq,default,4,"(4, 4)",sweep,spiral,lexico-yx,0.16,0.11,-0.22,0.10,0.76,-0.18,0.00,-0.31,-0.18,0.07,1.18,2.32,0.26,1.07,11.81
grid_eq,default,4,"(4, 4)",sweep,spiral,random,0.02,0.07,-0.53,0.08,0.53,-0.28,0.01,-0.53,-0.29,-0.09,0.35,0.01,0.16,0.33,0.54
grid_uneq,default,4,"(4, 4)",sweep,spiral,random,-0.11,0.08,-0.70,-0.11,0.39,-0.19,0.01,-0.45,-0.17,0.04,0.75,18.70,0.27,0.43,633.51
random_eq,default,4,"(4, 4)",sweep,spiral,random,0.03,0.11,-0.62,0.16,0.60,-0.26,0.01,-0.51,-0.27,-0.04,0.34,0.01,0.15,0.33,0.62
random_uneq,default,4,"(4, 4)",sweep,spiral,random,-0.10,0.08,-0.62,-0.08,0.51,-0.19,0.01,-0.50,-0.21,0.06,0.69,3.30,0.19,0.45,98.53
clust_eq,default,4,"(4, 4)",sweep,spiral,random,-0.09,0.07,-0.64,-0.10,0.38,-0.28,0.03,-0.82,-0.28,0.08,0.36,0.00,0.23,0.36,0.55
clust_uneq,default,4,"(4, 4)",sweep,spiral,random,-0.26,0.12,-0.90,-0.28,0.34,-0.19,0.02,-0.53,-0.22,0.11,0.65,0.92,0.19,0.52,20.14
swiss_eq,default,4,"(4, 4)",sweep,spiral,random,0.12,0.15,-0.53,0.12,0.79,-0.24,0.01,-0.48,-0.26,-0.06,0.39,0.01,0.19,0.35,0.70
swiss_uneq,default,4,"(4, 4)",sweep,spiral,random,0.20,0.11,-0.29,0.13,0.84,-0.18,0.00,-0.32,-0.16,0.07,1.16,2.37,0.38,1.34,11.97
grid_eq,default,4,"(4, 4)",sweep,spiral,angle_0,0.01,0.01,-0.27,0.00,0.26,-0.41,0.02,-0.77,-0.41,-0.12,0.40,0.02,0.00,0.36,0.62
grid_uneq,default,4,"(4, 4)",sweep,spiral,angle_0,-0.16,0.05,-0.63,-0.16,0.66,-0.20,0.02,-0.42,-0.20,0.07,0.81,18.69,0.26,0.55,633.50
random_eq,default,4,"(4, 4)",sweep,spiral,angle_0,-0.01,0.07,-0.53,0.10,0.42,-0.32,0.01,-0.55,-0.32,-0.05,0.40,0.01,0.18,0.36,0.62
random_uneq,default,4,"(4, 4)",sweep,spiral,angle_0,-0.15,0.05,-0.61,-0.13,0.51,-0.21,0.01,-0.46,-0.22,0.08,0.72,3.33,0.25,0.47,98.52
clust_eq,default,4,"(4, 4)",sweep,spiral,angle_0,-0.10,0.08,-0.63,0.07,0.21,-0.34,0.02,-0.75,-0.33,0.04,0.39,0.01,0.21,0.33,0.61
clust_uneq,default,4,"(4, 4)",sweep,spiral,angle_0,-0.29,0.13,-0.90,-0.20,0.29,-0.23,0.01,-0.51,-0.26,0.04,0.67,0.93,0.25,0.59,20.16
swiss_eq,default,4,"(4, 4)",sweep,spiral,angle_0,0.06,0.05,-0.45,0.10,0.63,-0.28,0.01,-0.50,-0.24,-0.08,0.44,0.02,0.13,0.44,0.73
swiss_uneq,default,4,"(4, 4)",sweep,spiral,angle_0,0.14,0.09,-0.36,0.11,0.82,-0.18,0.01,-0.39,-0.17,0.08,1.16,2.36,0.21,1.12,12.62
grid_eq,default,4,"(4, 4)",sweep,spiral,distance_0,-0.01,0.03,-0.63,0.00,0.40,-0.42,0.03,-0.77,-0.41,-0.03,0.40,0.02,0.00,0.44,0.62
grid_uneq,default,4,"(4, 4)",sweep,spiral,distance_0,-0.13,0.06,-0.61,-0.11,0.45,-0.23,0.01,-0.47,-0.23,-0.01,0.78,18.68,0.25,0.48,633.63
random_eq,default,4,"(4, 4)",sweep,spiral,distance_0,-0.00,0.10,-0.69,0.09,0.57,-0.32,0.01,-0.52,-0.33,-0.04,0.38,0.01,0.18,0.36,0.66
random_uneq,default,4,"(4, 4)",sweep,spiral,distance_0,-0.14,0.05,-0.60,-0.14,0.50,-0.24,0.01,-0.54,-0.25,-0.01,0.72,3.33,0.22,0.51,98.47
clust_eq,default,4,"(4, 4)",sweep,spiral,distance_0,-0.06,0.06,-0.54,0.06,0.25,-0.30,0.03,-1.00,-0.30,-0.04,0.38,0.01,0.17,0.36,0.60
clust_uneq,default,4,"(4, 4)",sweep,spiral,distance_0,-0.26,0.11,-0.85,-0.17,0.28,-0.26,0.01,-0.48,-0.28,0.03,0.66,0.92,0.22,0.57,20.13
swiss_eq,default,4,"(4, 4)",sweep,spiral,distance_0,0.06,0.09,-0.50,-0.01,0.60,-0.30,0.01,-0.54,-0.30,-0.08,0.44,0.01,0.21,0.41,0.74
swiss_uneq,default,4,"(4, 4)",sweep,spiral,distance_0,0.17,0.08,-0.27,0.13,0.76,-0.20,0.01,-0.38,-0.18,0.06,1.11,2.45,0.30,1.19,15.43
grid_eq,default,4,"(4, 4)",sweep,spiral,projection,-0.01,0.06,-0.52,0.00,0.39,-0.39,0.04,-0.77,-0.40,-0.05,0.39,0.02,0.00,0.41,0.62
grid_uneq,default,4,"(4, 4)",sweep,spiral,projection,-0.15,0.04,-0.53,-0.12,0.35,-0.21,0.02,-0.42,-0.24,0.18,0.79,18.69,0.20,0.51,633.54
random_eq,default,4,"(4, 4)",sweep,spiral,projection,0.00,0.09,-0.67,0.06,0.48,-0.32,0.01,-0.50,-0.34,-0.02,0.38,0.01,0.18,0.35,0.70
random_uneq,default,4,"(4, 4)",sweep,spiral,projection,-0.15,0.07,-0.71,-0.15,0.50,-0.22,0.02,-0.48,-0.23,0.17,0.73,3.31,0.20,0.49,98.47
clust_eq,default,4,"(4, 4)",sweep,spiral,projection,-0.07,0.05,-0.53,0.06,0.21,-0.32,0.03,-0.89,-0.32,0.03,0.38,0.01,0.19,0.36,0.56
clust_uneq,default,4,"(4, 4)",sweep,spiral,projection,-0.25,0.13,-0.87,0.03,0.28,-0.23,0.01,-0.47,-0.26,0.03,0.67,0.93,0.21,0.56,20.14
swiss_eq,default,4,"(4, 4)",sweep,spiral,projection,0.07,0.08,-0.41,0.10,0.60,-0.32,0.01,-0.51,-0.34,0.01,0.42,0.02,0.21,0.39,0.74
swiss_uneq,default,4,"(4, 4)",sweep,spiral,projection,0.16,0.09,-0.26,0.07,0.74,-0.19,0.00,-0.32,-0.16,0.04,1.12,2.45,0.39,1.48,15.41
grid_eq,default,4,"(4, 4)",sweep,spiral,center,0.00,0.00,0.00,0.00,0.00,-0.45,0.02,-0.77,-0.46,-0.11,0.41,0.02,0.00,0.44,0.62
grid_uneq,default,4,"(4, 4)",sweep,spiral,center,-0.12,0.11,-0.77,-0.03,0.47,-0.17,0.02,-0.49,-0.19,0.07,0.77,18.70,0.17,0.49,633.62
random_eq,default,4,"(4, 4)",sweep,spiral,center,0.02,0.12,-0.96,0.13,0.48,-0.25,0.04,-0.51,-0.30,0.30,0.35,0.01,0.13,0.36,0.53
random_uneq,default,4,"(4, 4)",sweep,spiral,center,-0.07,0.06,-0.59,-0.08,0.48,-0.23,0.02,-0.45,-0.25,0.04,0.69,3.34,0.16,0.44,98.56
clust_eq,default,4,"(4, 4)",sweep,spiral,center,-0.09,0.09,-0.70,0.05,0.37,-0.29,0.04,-0.75,-0.29,0.11,0.36,0.01,0.14,0.32,0.56
clust_uneq,default,4,"(4, 4)",sweep,spiral,center,-0.25,0.13,-0.89,-0.21,0.31,-0.18,0.03,-0.49,-0.22,0.23,0.65,0.93,0.19,0.55,20.15
swiss_eq,default,4,"(4, 4)",sweep,spiral,center,0.10,0.15,-0.59,0.14,0.86,-0.23,0.02,-0.54,-0.26,0.06,0.39,0.02,0.12,0.37,0.65
swiss_uneq,default,4,"(4, 4)",sweep,spiral,center,0.19,0.08,-0.40,0.22,0.79,-0.16,0.01,-0.31,-0.15,0.07,1.15,2.40,0.25,1.20,13.74
grid_eq,default,4,"(4, 4)",sweep,spiral,spiral,0.00,0.00,0.00,0.00,0.00,-0.45,0.02,-0.77,-0.46,-0.11,0.41,0.02,0.00,0.44,0.62
grid_uneq,default,4,"(4, 4)",sweep,spiral,spiral,-0.10,0.12,-0.77,0.06,0.71,-0.20,0.02,-0.44,-0.22,0.09,0.76,18.67,0.14,0.44,633.49
random_eq,default,4,"(4, 4)",sweep,spiral,spiral,-0.02,0.11,-0.57,0.10,0.62,-0.26,0.02,-0.49,-0.27,-0.00,0.38,0.02,0.13,0.36,0.62
random_uneq,default,4,"(4, 4)",sweep,spiral,spiral,-0.15,0.05,-0.54,-0.15,0.40,-0.22,0.01,-0.45,-0.25,0.02,0.74,3.29,0.19,0.53,98.56
clust_eq,default,4,"(4, 4)",sweep,spiral,spiral,-0.07,0.09,-0.69,0.06,0.23,-0.25,0.02,-0.65,-0.30,0.08,0.39,0.01,0.21,0.36,0.61
clust_uneq,default,4,"(4, 4)",sweep,spiral,spiral,-0.27,0.14,-0.86,-0.07,0.33,-0.25,0.01,-0.49,-0.29,-0.01,0.67,0.93,0.19,0.58,20.13
swiss_eq,default,4,"(4, 4)",sweep,spiral,spiral,0.04,0.10,-0.59,0.07,0.65,-0.28,0.01,-0.50,-0.29,-0.03,0.44,0.02,0.12,0.44,0.73
swiss_uneq,default,4,"(4, 4)",sweep,spiral,spiral,0.21,0.10,-0.37,0.20,0.76,-0.18,0.01,-0.36,-0.16,0.10,1.14,2.37,0.21,1.47,14.13
grid_eq,default,4,"(4, 4)",sweep,spiral,max,-0.00,0.00,-0.19,0.00,0.17,-0.44,0.02,-0.77,-0.46,-0.11,0.41,0.02,0.00,0.31,0.62
grid_uneq,default,4,"(4, 4)",sweep,spiral,max,-0.14,0.04,-0.65,-0.10,0.33,-0.21,0.02,-0.42,-0.23,0.18,0.79,18.66,0.21,0.51,633.54
random_eq,default,4,"(4, 4)",sweep,spiral,max,0.00,0.08,-0.58,-0.06,0.52,-0.27,0.01,-0.54,-0.28,-0.10,0.37,0.01,0.17,0.35,0.70
random_uneq,default,4,"(4, 4)",sweep,spiral,max,-0.11,0.09,-0.72,-0.06,0.51,-0.24,0.01,-0.45,-0.23,0.00,0.71,3.31,0.20,0.48,98.45
clust_eq,default,4,"(4, 4)",sweep,spiral,max,-0.07,0.07,-0.57,0.07,0.37,-0.30,0.03,-0.82,-0.29,0.01,0.37,0.01,0.20,0.36,0.55
clust_uneq,default,4,"(4, 4)",sweep,spiral,max,-0.27,0.13,-0.89,-0.11,0.30,-0.24,0.01,-0.47,-0.25,0.13,0.67,0.92,0.22,0.58,20.13
swiss_eq,default,4,"(4, 4)",sweep,spiral,max,0.09,0.09,-0.37,0.11,0.59,-0.28,0.02,-0.50,-0.32,0.06,0.42,0.02,0.14,0.39,0.70
swiss_uneq,default,4,"(4, 4)",sweep,spiral,max,0.17,0.08,-0.18,0.10,0.81,-0.19,0.01,-0.39,-0.18,0.06,1.13,2.39,0.30,1.14,13.26
grid_eq,default,4,"(4, 4)",sweep,spiral,hilbert,0.00,0.00,0.00,0.00,0.00,-0.45,0.02,-0.77,-0.46,-0.11,0.41,0.02,0.00,0.44,0.62
grid_uneq,default,4,"(4, 4)",sweep,spiral,hilbert,-0.13,0.05,-0.58,-0.03,0.45,-0.22,0.02,-0.45,-0.24,0.07,0.78,18.72,0.22,0.55,633.54
random_eq,default,4,"(4, 4)",sweep,spiral,hilbert,-0.01,0.02,-0.31,-0.03,0.33,-0.36,0.01,-0.54,-0.40,-0.11,0.42,0.01,0.20,0.38,0.70
random_uneq,default,4,"(4, 4)",sweep,spiral,hilbert,-0.15,0.04,-0.59,-0.09,0.38,-0.19,0.01,-0.45,-0.20,0.09,0.73,3.33,0.20,0.50,98.54
clust_eq,default,4,"(4, 4)",sweep,spiral,hilbert,-0.09,0.08,-0.57,0.06,0.22,-0.33,0.03,-0.81,-0.31,-0.12,0.39,0.01,0.22,0.38,0.55
clust_uneq,default,4,"(4, 4)",sweep,spiral,hilbert,-0.25,0.17,-0.88,0.08,0.31,-0.26,0.01,-0.45,-0.28,0.03,0.68,0.92,0.23,0.59,20.13
swiss_eq,default,4,"(4, 4)",sweep,spiral,hilbert,0.03,0.08,-0.41,-0.07,0.60,-0.31,0.01,-0.54,-0.34,-0.05,0.46,0.01,0.25,0.41,0.74
swiss_uneq,default,4,"(4, 4)",sweep,spiral,hilbert,0.15,0.11,-0.37,-0.03,0.78,-0.16,0.01,-0.35,-0.16,0.04,1.15,2.41,0.37,1.39,14.12
grid_eq,default,4,"(4, 4)",sweep,spiral,farthest,0.00,0.01,-0.30,0.00,0.32,-0.44,0.02,-0.77,-0.46,-0.11,0.40,0.02,0.00,0.42,0.62
grid_uneq,default,4,"(4, 4)",sweep,spiral,farthest,-0.14,0.05,-0.60,-0.13,0.39,-0.21,0.02,-0.51,-0.20,0.08,0.77,18.65,0.21,0.49,633.33
random_eq,default,4,"(4, 4)",sweep,spiral,farthest,0.03,0.09,-0.78,0.12,0.48,-0.24,0.03,-0.55,-0.26,0.09,0.35,0.01,0.13,0.34,0.60
random_uneq,default,4,"(4, 4)",sweep,spiral,farthest,-0.14,0.14,-0.77,-0.11,0.71,-0.20,0.01,-0.45,-0.21,0.03,0.70,3.32,0.17,0.45,98.52
clust_eq,default,4,"(4, 4)",sweep,spiral,farthest,-0.07,0.10,-0.72,0.08,0.39,-0.30,0.03,-0.81,-0.30,-0.06,0.36,0.01,0.14,0.35,0.60
clust_uneq,default,4,"(4, 4)",sweep,spiral,farthest,-0.24,0.13,-0.89,-0.18,0.30,-0.18,0.01,-0.41,-0.22,0.07,0.65,0.93,0.14,0.57,20.13
swiss_eq,default,4,"(4, 4)",sweep,spiral,farthest,0.11,0.11,-0.45,0.17,0.91,-0.23,0.02,-0.54,-0.21,0.08,0.40,0.02,0.12,0.39,0.72
swiss_uneq,default,4,"(4, 4)",sweep,spiral,farthest,0.22,0.11,-0.32,0.17,0.83,-0.18,0.00,-0.32,-0.17,0.13,1.16,2.37,0.37,1.41,12.30
grid_eq,default,4,"(4, 4)",sweep,spiral,grid,0.00,0.00,0.00,0.00,0.00,-0.45,0.02,-0.77,-0.46,-0.11,0.41,0.02,0.00,0.44,0.62
grid_uneq,default,4,"(4, 4)",sweep,spiral,grid,-0.15,0.07,-0.68,-0.08,0.28,-0.24,0.01,-0.40,-0.23,0.06,0.81,18.70,0.21,0.56,633.63
random_eq,default,4,"(4, 4)",sweep,spiral,grid,-0.01,0.04,-0.48,-0.10,0.39,-0.31,0.01,-0.50,-0.30,-0.04,0.40,0.02,0.11,0.39,0.66
random_uneq,default,4,"(4, 4)",sweep,spiral,grid,-0.15,0.03,-0.52,-0.14,0.38,-0.27,0.01,-0.46,-0.25,-0.02,0.72,3.37,0.19,0.51,98.59
clust_eq,default,4,"(4, 4)",sweep,spiral,grid,-0.08,0.09,-0.61,0.09,0.21,-0.35,0.02,-0.69,-0.34,-0.13,0.39,0.01,0.21,0.38,0.57
clust_uneq,default,4,"(4, 4)",sweep,spiral,grid,-0.24,0.18,-0.89,0.01,0.31,-0.26,0.01,-0.48,-0.28,0.09,0.67,0.94,0.19,0.66,20.16
swiss_eq,default,4,"(4, 4)",sweep,spiral,grid,0.05,0.08,-0.50,0.12,0.57,-0.27,0.01,-0.48,-0.27,-0.04,0.44,0.01,0.20,0.44,0.68
swiss_uneq,default,4,"(4, 4)",sweep,spiral,grid,0.15,0.11,-0.26,0.08,0.82,-0.17,0.00,-0.31,-0.16,0.06,1.15,2.40,0.36,1.41,13.96
grid_eq,default,4,"(4, 4)",sweep,spiral,shell,0.00,0.00,0.00,0.00,0.00,-0.45,0.02,-0.77,-0.46,-0.11,0.41,0.02,0.00,0.44,0.62
grid_uneq,default,4,"(4, 4)",sweep,spiral,shell,-0.14,0.08,-0.78,-0.15,0.46,-0.16,0.03,-0.48,-0.12,0.13,0.76,18.67,0.26,0.46,633.39
random_eq,default,4,"(4, 4)",sweep,spiral,shell,0.03,0.11,-0.82,0.08,0.63,-0.27,0.03,-0.54,-0.31,0.05,0.35,0.02,0.09,0.34,0.72
random_uneq,default,4,"(4, 4)",sweep,spiral,shell,-0.07,0.06,-0.59,-0.09,0.48,-0.23,0.02,-0.45,-0.25,0.04,0.69,3.34,0.16,0.44,98.56
clust_eq,default,4,"(4, 4)",sweep,spiral,shell,-0.09,0.09,-0.70,0.05,0.37,-0.29,0.04,-0.75,-0.29,0.11,0.36,0.01,0.14,0.32,0.56
clust_uneq,default,4,"(4, 4)",sweep,spiral,shell,-0.25,0.13,-0.89,-0.22,0.31,-0.18,0.03,-0.49,-0.22,0.23,0.65,0.93,0.19,0.55,20.15
swiss_eq,default,4,"(4, 4)",sweep,spiral,shell,0.10,0.15,-0.59,0.14,0.86,-0.23,0.02,-0.54,-0.26,0.06,0.39,0.02,0.12,0.37,0.65
swiss_uneq,default,4,"(4, 4)",sweep,spiral,shell,0.19,0.08,-0.40,0.22,0.79,-0.16,0.01,-0.31,-0.15,0.07,1.15,2.40,0.25,1.20,13.74
grid_eq,default,4,"(4, 4)",sweep,max,lexico-xy,-0.00,0.01,-0.27,0.00,0.16,-0.42,0.02,-0.77,-0.45,-0.11,0.41,0.02,0.00,0.40,0.62
grid_uneq,default,4,"(4, 4)",sweep,max,lexico-xy,-0.14,0.04,-0.44,-0.12,0.51,-0.16,0.02,-0.47,-0.17,0.17,0.80,18.67,0.25,0.50,633.54
random_eq,default,4,"(4, 4)",sweep,max,lexico-xy,-0.01,0.08,-0.62,0.03,0.53,-0.31,0.02,-0.62,-0.32,-0.01,0.40,0.01,0.15,0.37,0.62
random_uneq,default,4,"(4, 4)",sweep,max,lexico-xy,-0.14,0.05,-0.60,-0.11,0.47,-0.21,0.01,-0.44,-0.22,0.08,0.72,3.31,0.18,0.51,98.51
clust_eq,default,4,"(4, 4)",sweep,max,lexico-xy,-0.07,0.08,-0.58,0.06,0.40,-0.25,0.01,-0.51,-0.28,0.04,0.38,0.01,0.16,0.37,0.61
clust_uneq,default,4,"(4, 4)",sweep,max,lexico-xy,-0.29,0.07,-0.65,-0.29,0.25,-0.21,0.01,-0.45,-0.22,0.00,0.66,0.93,0.22,0.53,20.13
swiss_eq,default,4,"(4, 4)",sweep,max,lexico-xy,0.07,0.09,-0.46,0.07,0.74,-0.27,0.01,-0.52,-0.29,0.09,0.43,0.02,0.12,0.42,0.73
swiss_uneq,default,4,"(4, 4)",sweep,max,lexico-xy,0.16,0.07,-0.28,0.17,0.74,-0.19,0.01,-0.34,-0.17,0.06,1.17,2.34,0.21,1.16,11.76
grid_eq,default,4,"(4, 4)",sweep,max,lexico-yx,-0.00,0.01,-0.27,0.00,0.16,-0.42,0.02,-0.77,-0.45,-0.11,0.41,0.02,0.00,0.40,0.62
grid_uneq,default,4,"(4, 4)",sweep,max,lexico-yx,-0.16,0.05,-0.75,-0.11,0.40,-0.24,0.02,-0.42,-0.27,0.18,0.81,18.69,0.25,0.54,633.51
random_eq,default,4,"(4, 4)",sweep,max,lexico-yx,0.00,0.06,-0.46,0.05,0.54,-0.28,0.01,-0.52,-0.27,-0.11,0.39,0.02,0.11,0.40,0.64
random_uneq,default,4,"(4, 4)",sweep,max,lexico-yx,-0.15,0.09,-0.78,-0.13,0.54,-0.21,0.01,-0.42,-0.23,-0.00,0.71,3.35,0.19,0.47,98.52
clust_eq,default,4,"(4, 4)",sweep,max,lexico-yx,-0.08,0.09,-0.61,0.08,0.24,-0.36,0.02,-0.75,-0.35,-0.13,0.39,0.01,0.20,0.38,0.58
clust_uneq,default,4,"(4, 4)",sweep,max,lexico-yx,-0.23,0.19,-0.87,0.04,0.31,-0.27,0.01,-0.48,-0.30,-0.03,0.67,0.94,0.22,0.61,20.16
swiss_eq,default,4,"(4, 4)",sweep,max,lexico-yx,0.07,0.07,-0.47,0.10,0.60,-0.27,0.01,-0.52,-0.28,0.05,0.43,0.01,0.20,0.43,0.70
swiss_uneq,default,4,"(4, 4)",sweep,max,lexico-yx,0.16,0.11,-0.22,0.11,0.78,-0.18,0.00,-0.29,-0.17,0.07,1.18,2.31,0.36,1.42,11.77
grid_eq,default,4,"(4, 4)",sweep,max,random,-0.00,0.12,-0.63,0.12,0.51,-0.24,0.01,-0.49,-0.25,-0.04,0.35,0.00,0.21,0.34,0.53
grid_uneq,default,4,"(4, 4)",sweep,max,random,-0.11,0.13,-0.70,0.04,0.52,-0.17,0.02,-0.46,-0.19,0.07,0.74,18.65,0.22,0.44,633.37
random_eq,default,4,"(4, 4)",sweep,max,random,0.00,0.12,-0.89,0.06,0.63,-0.25,0.01,-0.48,-0.25,0.06,0.36,0.01,0.20,0.34,0.66
random_uneq,default,4,"(4, 4)",sweep,max,random,-0.08,0.09,-0.74,0.06,0.56,-0.22,0.01,-0.40,-0.23,0.03,0.68,3.30,0.16,0.44,98.50
clust_eq,default,4,"(4, 4)",sweep,max,random,-0.07,0.08,-0.57,0.09,0.39,-0.28,0.03,-0.71,-0.26,0.05,0.36,0.01,0.19,0.37,0.61
clust_uneq,default,4,"(4, 4)",sweep,max,random,-0.26,0.12,-0.91,-0.27,0.23,-0.19,0.01,-0.39,-0.21,0.01,0.66,0.92,0.21,0.55,20.13
swiss_eq,default,4,"(4, 4)",sweep,max,random,0.12,0.13,-0.65,0.13,0.73,-0.25,0.02,-0.56,-0.27,0.00,0.40,0.02,0.19,0.37,0.61
swiss_uneq,default,4,"(4, 4)",sweep,max,random,0.21,0.09,-0.42,0.19,0.82,-0.17,0.00,-0.31,-0.16,0.05,1.17,2.35,0.29,1.40,12.09
grid_eq,default,4,"(4, 4)",sweep,max,angle_0,0.00,0.01,-0.28,0.00,0.26,-0.39,0.02,-0.77,-0.41,-0.12,0.40,0.02,0.00,0.36,0.62
grid_uneq,default,4,"(4, 4)",sweep,max,angle_0,-0.17,0.06,-0.68,-0.15,0.49,-0.20,0.02,-0.47,-0.24,0.10,0.81,18.67,0.24,0.53,633.45
random_eq,default,4,"(4, 4)",sweep,max,angle_0,-0.01,0.07,-0.69,0.10,0.45,-0.31,0.01,-0.54,-0.32,-0.01,0.40,0.01,0.17,0.38,0.62
random_uneq,default,4,"(4, 4)",sweep,max,angle_0,-0.15,0.05,-0.65,-0.13,0.54,-0.21,0.01,-0.46,-0.22,0.08,0.73,3.33,0.25,0.48,98.52
clust_eq,default,4,"(4, 4)",sweep,max,angle_0,-0.10,0.08,-0.64,0.07,0.25,-0.33,0.02,-0.75,-0.33,0.04,0.38,0.01,0.21,0.35,0.61
clust_uneq,default,4,"(4, 4)",sweep,max,angle_0,-0.29,0.12,-0.89,-0.17,0.28,-0.23,0.01,-0.51,-0.26,0.06,0.67,0.93,0.25,0.57,20.16
swiss_eq,default,4,"(4, 4)",sweep,max,angle_0,0.06,0.05,-0.56,0.11,0.61,-0.27,0.01,-0.50,-0.27,-0.02,0.44,0.02,0.13,0.43,0.73
swiss_uneq,default,4,"(4, 4)",sweep,max,angle_0,0.14,0.09,-0.29,0.13,0.82,-0.18,0.01,-0.39,-0.16,0.08,1.17,2.32,0.21,1.40,11.79
grid_eq,default,4,"(4, 4)",sweep,max,distance_0,-0.01,0.03,-0.63,0.00,0.40,-0.39,0.03,-0.77,-0.42,-0.03,0.40,0.02,0.00,0.40,0.62
grid_uneq,default,4,"(4, 4)",sweep,max,distance_0,-0.15,0.05,-0.68,-0.12,0.35,-0.20,0.02,-0.42,-0.24,0.18,0.78,18.66,0.20,0.47,633.54
